ComplaintID,DateKey,Date,AirlineCode,AirportCode,Category,ComplaintStatus,DaysToResolve,ResolutionQualityScore,FollowUpRequired,ChannelSubmitted,ComplaintDescription
CP001728,20230322,2023-03-22,MF,SBW,Flight Delay,Resolved,2,3,Yes,Phone,Flight delayed without adequate notification to passengers
CP001729,20230704,2023-07-04,AK,SBW,Flight Delay,Resolved,13,5,No,Website,Flight delayed without adequate notification to passengers
CP001730,20230426,2023-04-26,FY,TGG,Flight Delay,Escalated,,,Yes,Email,Flight delayed without adequate notification to passengers
CP001731,20230302,2023-03-02,FY,BKI,Flight Delay,In Progress,42,,No,Website,Flight delayed without adequate notification to passengers
CP001732,20240819,2024-08-19,AK,TWU,Check-in Service,Resolved,18,5,No,Website,"Long queue at check-in counter, insufficient staff"
CP001733,20230407,2023-04-07,AK,SBW,Cleanliness,Resolved,17,5,No,Website,Aircraft or terminal cleanliness below acceptable standard
CP001734,20241220,2024-12-20,AK,JHB,Baggage Handling,Resolved,11,4,No,Website,Baggage delayed / damaged / lost upon arrival
CP001735,20241129,2024-11-29,MH,LGK,Refund/Compensation,Resolved,15,3,Yes,Email,Delay in processing refund or compensation claim
CP001736,20241016,2024-10-16,MF,PEN,Flight Delay,Resolved,10,4,Yes,Email,Flight delayed without adequate notification to passengers
CP001737,20230712,2023-07-12,AK,LGK,Check-in Service,Resolved,10,2,Yes,Website,"Long queue at check-in counter, insufficient staff"
CP001738,20240128,2024-01-28,FY,PEN,Check-in Service,In Progress,22,,No,Social Media,"Long queue at check-in counter, insufficient staff"
CP001739,20240229,2024-02-29,MF,AOR,Check-in Service,Resolved,10,5,Yes,Phone,"Long queue at check-in counter, insufficient staff"
CP001740,20240424,2024-04-24,MF,BKI,Flight Delay,In Progress,43,,Yes,Website,Flight delayed without adequate notification to passengers
CP001741,20230131,2023-01-31,MF,TGG,Baggage Handling,In Progress,38,,No,Phone,Baggage delayed / damaged / lost upon arrival
CP001742,20230803,2023-08-03,AK,PEN,Flight Delay,In Progress,40,,Yes,Counter,Flight delayed without adequate notification to passengers
CP001743,20240915,2024-09-15,MF,KCH,In-flight Service,Resolved,11,3,No,Counter,Poor in-flight service quality reported by passengers
CP001744,20230814,2023-08-14,MF,LGK,Flight Delay,Pending,,,No,Counter,Flight delayed without adequate notification to passengers
CP001745,20230303,2023-03-03,AK,BKI,Safety Concern,In Progress,45,,No,Email,Passenger reported safety-related concern onboard
CP001746,20240225,2024-02-25,OD,MYY,Flight Delay,Resolved,18,3,No,Website,Flight delayed without adequate notification to passengers
CP001747,20240515,2024-05-15,AK,KCH,Flight Delay,Resolved,3,3,No,Website,Flight delayed without adequate notification to passengers
CP001748,20240129,2024-01-29,MH,IPH,Flight Delay,Pending,,,No,Counter,Flight delayed without adequate notification to passengers
CP001749,20240803,2024-08-03,D7,TGG,Baggage Handling,Resolved,13,5,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP001750,20241207,2024-12-07,AK,KBR,Baggage Handling,Resolved,20,4,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP001751,20240103,2024-01-03,MF,KUL,Cleanliness,Resolved,20,2,No,Email,Aircraft or terminal cleanliness below acceptable standard
CP001752,20230117,2023-01-17,OD,IPH,In-flight Service,Resolved,13,3,No,Email,Poor in-flight service quality reported by passengers
CP001753,20231121,2023-11-21,MF,PEN,Flight Delay,Resolved,5,3,Yes,Email,Flight delayed without adequate notification to passengers
CP001754,20231028,2023-10-28,OD,KUL,Flight Delay,Resolved,7,3,No,Website,Flight delayed without adequate notification to passengers
CP001755,20231212,2023-12-12,MH,SBW,Safety Concern,In Progress,14,,No,Phone,Passenger reported safety-related concern onboard
CP001756,20230609,2023-06-09,AK,TWU,Flight Delay,Resolved,11,5,No,Website,Flight delayed without adequate notification to passengers
CP001757,20241125,2024-11-25,MH,SBW,Flight Delay,Resolved,19,3,No,Social Media,Flight delayed without adequate notification to passengers
CP001758,20230701,2023-07-01,MH,BKI,Flight Delay,Resolved,6,3,Yes,Website,Flight delayed without adequate notification to passengers
CP001759,20230704,2023-07-04,MF,TGG,Baggage Handling,Resolved,1,2,No,Email,Baggage delayed / damaged / lost upon arrival
CP001760,20240414,2024-04-14,MH,AOR,Other,Resolved,13,4,No,Phone,Miscellaneous passenger complaint
CP001761,20240508,2024-05-08,OD,SDK,Baggage Handling,In Progress,30,,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP001762,20230117,2023-01-17,AK,LGK,Flight Delay,Resolved,1,4,No,Counter,Flight delayed without adequate notification to passengers
CP001763,20241111,2024-11-11,AK,IPH,Ground Staff Attitude,In Progress,36,,No,Website,Unprofessional behaviour from ground handling staff
CP001764,20231224,2023-12-24,MH,SDK,Flight Delay,Resolved,9,3,No,Website,Flight delayed without adequate notification to passengers
CP001765,20240331,2024-03-31,MF,MYY,Check-in Service,Resolved,6,4,No,Counter,"Long queue at check-in counter, insufficient staff"
CP001766,20231008,2023-10-08,OD,KUA,Cleanliness,Pending,,,No,Social Media,Aircraft or terminal cleanliness below acceptable standard
CP001767,20240212,2024-02-12,AK,KCH,Ground Staff Attitude,In Progress,29,,No,Website,Unprofessional behaviour from ground handling staff
CP001768,20230210,2023-02-10,AK,LGK,Safety Concern,Resolved,6,4,No,Social Media,Passenger reported safety-related concern onboard
CP001769,20240505,2024-05-05,AK,KUL,In-flight Service,Resolved,13,3,No,Social Media,Poor in-flight service quality reported by passengers
CP001770,20230607,2023-06-07,MF,MYY,Check-in Service,Resolved,1,2,No,Website,"Long queue at check-in counter, insufficient staff"
CP001771,20240902,2024-09-02,FY,SDK,Flight Delay,Resolved,9,4,No,Website,Flight delayed without adequate notification to passengers
CP001772,20241027,2024-10-27,D7,JHB,Flight Delay,Resolved,8,3,No,Phone,Flight delayed without adequate notification to passengers
CP001773,20230527,2023-05-27,MH,KUL,Check-in Service,Resolved,2,3,No,Website,"Long queue at check-in counter, insufficient staff"
CP001774,20230706,2023-07-06,AK,KCH,Ground Staff Attitude,In Progress,38,,No,Phone,Unprofessional behaviour from ground handling staff
CP001775,20241229,2024-12-29,FY,TWU,Baggage Handling,Pending,,,No,Website,Baggage delayed / damaged / lost upon arrival
CP001776,20240822,2024-08-22,MF,PEN,Flight Delay,Resolved,9,4,Yes,Social Media,Flight delayed without adequate notification to passengers
CP001777,20231225,2023-12-25,MF,SBW,Baggage Handling,Resolved,5,4,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP001778,20230725,2023-07-25,MH,TWU,Baggage Handling,In Progress,39,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP001779,20240418,2024-04-18,AK,KUL,Refund/Compensation,Escalated,,,No,Website,Delay in processing refund or compensation claim
CP001780,20231116,2023-11-16,MF,BKI,Flight Delay,Resolved,20,3,No,Phone,Flight delayed without adequate notification to passengers
CP001781,20231101,2023-11-01,AK,KUA,Baggage Handling,Resolved,13,5,No,Website,Baggage delayed / damaged / lost upon arrival
CP001782,20240420,2024-04-20,AK,KUA,Check-in Service,Resolved,10,5,No,Social Media,"Long queue at check-in counter, insufficient staff"
CP001783,20241208,2024-12-08,AK,KUL,In-flight Service,Resolved,3,2,No,Website,Poor in-flight service quality reported by passengers
CP001784,20230723,2023-07-23,MF,KCH,Flight Delay,Resolved,14,5,No,Email,Flight delayed without adequate notification to passengers
CP001785,20230104,2023-01-04,D7,KUA,Flight Delay,Resolved,15,5,Yes,Website,Flight delayed without adequate notification to passengers
CP001786,20230118,2023-01-18,OD,AOR,Baggage Handling,Resolved,14,4,No,Phone,Baggage delayed / damaged / lost upon arrival
CP001787,20241020,2024-10-20,AK,BKI,Baggage Handling,Resolved,2,2,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP001788,20240216,2024-02-16,AK,KCH,Refund/Compensation,Resolved,21,4,No,Email,Delay in processing refund or compensation claim
CP001789,20241115,2024-11-15,D7,BKI,Flight Delay,In Progress,7,,Yes,Phone,Flight delayed without adequate notification to passengers
CP001790,20240223,2024-02-23,MH,PEN,In-flight Service,Pending,,,No,Counter,Poor in-flight service quality reported by passengers
CP001791,20231101,2023-11-01,AK,AOR,Baggage Handling,Resolved,13,5,No,Counter,Baggage delayed / damaged / lost upon arrival
CP001792,20230319,2023-03-19,AK,TGG,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP001793,20240109,2024-01-09,MH,KUL,Ground Staff Attitude,In Progress,24,,Yes,Website,Unprofessional behaviour from ground handling staff
CP001794,20240626,2024-06-26,MF,BKI,Check-in Service,Resolved,8,5,No,Phone,"Long queue at check-in counter, insufficient staff"
CP001795,20230811,2023-08-11,FY,KBR,Baggage Handling,Resolved,9,5,No,Email,Baggage delayed / damaged / lost upon arrival
CP001796,20230405,2023-04-05,AK,AOR,Flight Delay,Resolved,15,4,No,Email,Flight delayed without adequate notification to passengers
CP001797,20231126,2023-11-26,OD,KUA,Baggage Handling,Resolved,13,2,No,Counter,Baggage delayed / damaged / lost upon arrival
CP001798,20230911,2023-09-11,OD,SBW,Baggage Handling,Resolved,19,4,No,Phone,Baggage delayed / damaged / lost upon arrival
CP001799,20240530,2024-05-30,OD,BKI,In-flight Service,Resolved,16,4,Yes,Website,Poor in-flight service quality reported by passengers
CP001800,20230515,2023-05-15,MH,KUL,Cleanliness,Resolved,7,2,No,Counter,Aircraft or terminal cleanliness below acceptable standard
CP001801,20240212,2024-02-12,OD,AOR,Refund/Compensation,Resolved,20,3,No,Counter,Delay in processing refund or compensation claim
CP001802,20230127,2023-01-27,MF,IPH,Flight Delay,Resolved,19,4,No,Counter,Flight delayed without adequate notification to passengers
CP001803,20230706,2023-07-06,MF,KBR,Safety Concern,Resolved,12,5,Yes,Counter,Passenger reported safety-related concern onboard
CP001804,20231225,2023-12-25,MH,KCH,Check-in Service,Resolved,17,3,No,Website,"Long queue at check-in counter, insufficient staff"
CP001805,20240831,2024-08-31,MH,IPH,Baggage Handling,Resolved,3,4,No,Website,Baggage delayed / damaged / lost upon arrival
CP001806,20230210,2023-02-10,MH,KUL,Cleanliness,In Progress,39,,No,Phone,Aircraft or terminal cleanliness below acceptable standard
CP001807,20231107,2023-11-07,D7,MYY,Check-in Service,Resolved,7,2,No,Website,"Long queue at check-in counter, insufficient staff"
CP001808,20230504,2023-05-04,OD,KCH,Baggage Handling,Escalated,,,No,Phone,Baggage delayed / damaged / lost upon arrival
CP001809,20240501,2024-05-01,D7,IPH,Baggage Handling,In Progress,21,,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP001810,20240603,2024-06-03,FY,JHB,Refund/Compensation,Resolved,7,2,No,Website,Delay in processing refund or compensation claim
CP001811,20240831,2024-08-31,AK,SDK,Cleanliness,In Progress,8,,Yes,Phone,Aircraft or terminal cleanliness below acceptable standard
CP001812,20230322,2023-03-22,MF,JHB,Flight Delay,Resolved,15,5,No,Email,Flight delayed without adequate notification to passengers
CP001813,20240421,2024-04-21,D7,KCH,Check-in Service,Resolved,15,3,No,Counter,"Long queue at check-in counter, insufficient staff"
CP001814,20241202,2024-12-02,AK,KUL,Ground Staff Attitude,Resolved,5,5,No,Counter,Unprofessional behaviour from ground handling staff
CP001815,20240428,2024-04-28,MH,KUA,Baggage Handling,Escalated,,,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP001816,20231114,2023-11-14,AK,KUA,Flight Delay,Resolved,12,3,No,Phone,Flight delayed without adequate notification to passengers
CP001817,20230227,2023-02-27,OD,TGG,Baggage Handling,Resolved,1,5,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP001818,20240811,2024-08-11,FY,KUL,Baggage Handling,Escalated,,,No,Email,Baggage delayed / damaged / lost upon arrival
CP001819,20241106,2024-11-06,AK,LGK,Baggage Handling,Pending,,,No,Phone,Baggage delayed / damaged / lost upon arrival
CP001820,20230116,2023-01-16,AK,SBW,Flight Delay,Resolved,5,4,No,Website,Flight delayed without adequate notification to passengers
CP001821,20230222,2023-02-22,AK,BKI,Check-in Service,Pending,,,No,Website,"Long queue at check-in counter, insufficient staff"
CP001822,20230824,2023-08-24,MH,BKI,Baggage Handling,Resolved,10,5,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP001823,20230406,2023-04-06,AK,BKI,Flight Delay,Resolved,11,4,No,Counter,Flight delayed without adequate notification to passengers
CP001824,20230220,2023-02-20,MH,MYY,Baggage Handling,Pending,,,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP001825,20231211,2023-12-11,MH,IPH,Flight Delay,Resolved,16,4,No,Counter,Flight delayed without adequate notification to passengers
CP001826,20230520,2023-05-20,MH,AOR,Refund/Compensation,Pending,,,No,Phone,Delay in processing refund or compensation claim
CP001827,20231029,2023-10-29,AK,KBR,Flight Delay,Resolved,18,4,Yes,Phone,Flight delayed without adequate notification to passengers
CP001828,20240222,2024-02-22,AK,SBW,Refund/Compensation,In Progress,13,,No,Website,Delay in processing refund or compensation claim
CP001829,20241121,2024-11-21,AK,TGG,Ground Staff Attitude,Pending,,,Yes,Phone,Unprofessional behaviour from ground handling staff
CP001830,20230414,2023-04-14,AK,AOR,Flight Delay,In Progress,31,,Yes,Website,Flight delayed without adequate notification to passengers
CP001831,20231020,2023-10-20,AK,SDK,Flight Delay,Escalated,,,No,Email,Flight delayed without adequate notification to passengers
CP001832,20240505,2024-05-05,AK,KUA,Refund/Compensation,In Progress,29,,No,Counter,Delay in processing refund or compensation claim
CP001833,20231220,2023-12-20,AK,IPH,Flight Delay,Resolved,13,2,No,Email,Flight delayed without adequate notification to passengers
CP001834,20241228,2024-12-28,AK,PEN,Flight Delay,Resolved,10,4,No,Counter,Flight delayed without adequate notification to passengers
CP001835,20240829,2024-08-29,OD,BKI,Flight Delay,In Progress,20,,Yes,Website,Flight delayed without adequate notification to passengers
CP001836,20231105,2023-11-05,FY,TGG,Flight Delay,Resolved,2,2,No,Website,Flight delayed without adequate notification to passengers
CP001837,20240726,2024-07-26,MF,TGG,Baggage Handling,Pending,,,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP001838,20241030,2024-10-30,AK,SBW,Flight Delay,Resolved,9,4,No,Website,Flight delayed without adequate notification to passengers
CP001839,20240719,2024-07-19,MH,JHB,Flight Delay,In Progress,34,,No,Website,Flight delayed without adequate notification to passengers
CP001840,20240921,2024-09-21,OD,KCH,In-flight Service,Escalated,,,No,Counter,Poor in-flight service quality reported by passengers
CP001841,20240322,2024-03-22,AK,TWU,Ground Staff Attitude,Resolved,17,5,No,Website,Unprofessional behaviour from ground handling staff
CP001842,20230404,2023-04-04,MF,JHB,Baggage Handling,Resolved,1,3,Yes,Phone,Baggage delayed / damaged / lost upon arrival
CP001843,20230301,2023-03-01,AK,TWU,Baggage Handling,Pending,,,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP001844,20240126,2024-01-26,FY,MYY,Flight Delay,Resolved,8,4,Yes,Counter,Flight delayed without adequate notification to passengers
CP001845,20231017,2023-10-17,AK,MYY,Flight Delay,In Progress,14,,Yes,Phone,Flight delayed without adequate notification to passengers
CP001846,20241016,2024-10-16,AK,TGG,In-flight Service,Resolved,10,2,Yes,Social Media,Poor in-flight service quality reported by passengers
CP001847,20240107,2024-01-07,MH,KBR,Check-in Service,Pending,,,No,Email,"Long queue at check-in counter, insufficient staff"
CP001848,20230314,2023-03-14,AK,AOR,Safety Concern,In Progress,19,,Yes,Phone,Passenger reported safety-related concern onboard
CP001849,20240803,2024-08-03,AK,SBW,Check-in Service,In Progress,7,,No,Website,"Long queue at check-in counter, insufficient staff"
CP001850,20241208,2024-12-08,OD,SDK,Flight Delay,Resolved,12,4,Yes,Counter,Flight delayed without adequate notification to passengers
CP001851,20241006,2024-10-06,MF,TGG,Safety Concern,Escalated,,,No,Website,Passenger reported safety-related concern onboard
